"","rowid","mwb","leeftijd","nietAfgewerkt","fac","gender","geaardheid","verblijfplaats","beurs","statuut","nationaliteit","opleiding","afkomst","stvereniging","vereniging","Afspreken_met_vrienden","Muziek_spelen_of_beluisteren","Een_goed_gesprek","Sporten","Feesten,_uitgaan","Boeken_lezen","Vrijwilligerswerk_doen","Gamen","Series_of_films_kijken","In_de_natuur/buiten_zijn","Activiteiten_van_een_studentenvereniging","Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen","Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging","Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken","Ik_heb_problemen_met_mijn_thuissituatie","Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak","Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)","Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit","Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt","Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was","Ik_heb_financiele_problemen","Ik_ben_eenzaam","Ik_heb_een_negatief_zelfbeeld","Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)","Ik_heb_psychologische_problemen","Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring","Ik_weet_niet_waarom_ik_mij_minder_goed_voel.","Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel","Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren","Mijn_vrienden_weten_hoe_ik_me_voel","Mijn_ouders_weten_hoe_ik_me_voel","Ik_ben_bang_om_mijn_gevoelens_te_uiten","Ik_huil_nooit_in_het_bijzijn_van_anderen","Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten","Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden","Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen","Ik_kan_mijn_problemen_de_baas","Ik_ben_tevreden_met_wie_ik_ben","Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden","Ik_ben_eerder_introvert","Ik_ben_eerder_extravert","Niets_bijzonders","Ik_luister_naar_muziek","Ik_zoek_de_natuur_op","Ik_ga_bewegen_of_sporten","Ik_ga_feesten_of_op_cafe","Ik_drink_alcohol","Ik_gebruik_softdrugs","Ik_gebruik_harddrugs","Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)","Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)","Ik_trek_me_terug","Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken","Ik_omring_me_met_mensen","Ik_verdiep_me_in_mijn_levensbeschouwing","Ik_praat_erover_met_een_vriend_of_vriendin","Ik_praat_erover_met_mijn_ouders","Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)","Ik_praat_erover_met_iemand_van_de_universiteit_(studentenpsycholoog,_iemand_van_het_monitoraat,_een_professor,_...)","Ik_neem_contact_op_met_een_hulplijn_via_telefoon,_mail_of_chat","Dat_je_anoniem_blijft_ten_opzichte_van_de_hulpverlener","Dat_wat_je_zegt_volkomen_vertrouwelijk_is","Dat_je_persoonlijk_contact_met_iemand_hebt","Dat_je_kan_praten_met_iemand_die_je_persoonlijk_kent","Dat_je_er_op_elk_moment_terecht_kan","Dat_je_terecht_kan_bij_iemand_die_professioneel_is","Dat_je_meerdere_keren_bij_dezelfde_persoon_terecht_kan","Dat_je_omgeving_niet_hoeft_te_weten_dat_je_hulp_zoekt","Dat_het_goedkoop_is","Dat_het_gratis_is","Dat_je_doorverwezen_kan_worden_naar_iemand_die_jou_hulp_op_maat_kan_geven","De_studentenpsychologen_van_de_UGent","Het_monitoraat_van_mijn_faculteit","De_studentenartsen_van_de_UGent","Awel","1813","JAC","OverKop","Start_To_Talk","Tele-onthaal","De_zelfmoordlijn","De_Druglijn","Teleblok","Meldpunt_1712","Tejo","De_manier_waarop_het_universitair_personeel_met_me_communiceert","Studentenpsycholoog","Monitoraat","Studentenorganisaties_(zoals_studentenverenigingen)","De_manier_waarop_onderwijsactiviteiten_georganiseerd_worden","Contact_met_mijn_medestudenten","Betere_bekendheid_van_de_verschillende_instanties","Betere_toegankelijkheid_van_de_verschillende_instanties","Meer_sensibilisatie_rond_het_thema_mentaal_welbevinden","Minder_lange_wachttijden_bij_de_verschillende_hulpinstanties","Meer_groepssessie_rond_mentaal_welzijn_en_studieproblemen","Meer_contact_met_mijn_medestudenten","Dat_het_universiteitspersoneel_zich_bewust_is_van_deze_problematiek","Ik_heb_last_van_uitstelgedrag_met_betrekking_tot_mijn_schooltaken","Ik_heb_last_van_uitstelgedrag_met_betrekking_tot_mijn_extracurriculaire_verplichtingen","Ik_heb_in_de_week_genoeg_tijd_om_mijn_schooltaken_en_andere_verplichtingen_te_volbrengen","Mijn_opleiding_brengt_veel_stress_met_zich_mee","De_huidige_studiedruk_heeft_een_negatief_effect_op_mijn_mentaal_welbevinden","Professoren_verwachten_te_veel_van_ons","Examen-_of_studiestress_gehad","Last_van_uitstelgedrag_gehad","Het_gevoel_gehad_eenzaam_te_zijn","Een_paniekaanval_gehad","Psychofarmaceutica_gebruikt_(bv._relatine,_antidepressiva,_slaap-_of_kalmeermiddelen,_...)","Alcohol_gedronken_om_met_je_problemen_om_te_gaan","Depressieve_gedachten_gehad","Jezelf_opzettelijk_fysieke_schade_toegebracht","Zelfmoordgedachten_gehad_"
"3365",3365,3.71428571428571,"24","Ja","Economie en Bedrijfskunde","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",4,2,2,4,3,2,3,4,2,4,3,3,3,2,2,4,3,1,1,1,1,4,4,2,#N/A,1,3,3,1,2,1,1,3,4,3,2,#N/A,3,#N/A,#N/A,#N/A,4,3,3,4,2,1,2,1,1,3,3,4,3,3,1,1,1,1,1,2,4,4,2,3,4,4,4,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,#N/A,#N/A,#N/A,3,#N/A,#N/A,2,2,3,#N/A,5,3,2,4,4,4,2,4,3,4,4,4,#N/A,1,1,3,2,1
"3366",3366,4,"24","Nee","Diergeneeskunde","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Ja","Ja",5,2,4,2,3,3,1,4,4,5,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,5,1,1,3,3,1,1,3,4,3,4,4,1,2,3,5,1,3,1,1,1,1,1,1,1,3,3,4,1,5,4,1,1,1,1,4,4,3,3,2,4,2,1,1,4,2,3,2,1,1,1,1,1,1,3,3,2,1,1,3,3,3,5,4,5,5,5,5,5,5,5,5,5,4,5,2,1,1,2,3,2,1,1,1,1,1,1
"3367",3367,3.71428571428571,"22","Nee","Economie en Bedrijfskunde","Vrouw","Heteroseksueel","samenwonend met vriend in appartement in Gent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Ja","Ja",5,3,4,4,2,3,2,1,1,4,2,3,#N/A,3,1,4,3,1,1,1,1,1,3,2,1,1,1,2,3,3,3,1,1,2,4,3,#N/A,3,3,1,3,#N/A,2,3,4,2,1,1,1,1,1,2,3,4,1,5,3,1,1,1,3,4,4,2,3,4,4,3,1,1,3,1,4,3,1,1,3,1,1,2,3,2,1,1,1,4,#N/A,4,5,3,4,2,3,2,#N/A,#N/A,2,1,3,2,4,4,2,3,3,4,2,1,1,1,1,1,1
"3368",3368,3.14285714285714,"24","Ja","Letteren en Wijsbegeerte","Man","Heteroseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb niet uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Een van mijn ouders of mijn beide ouders zijn niet in België geboren","Nee","Nee",4,4,4,5,2,3,#N/A,2,3,5,#N/A,#N/A,#N/A,4,3,4,3,#N/A,4,#N/A,3,4,#N/A,4,#N/A,#N/A,5,#N/A,#N/A,3,3,#N/A,3,4,#N/A,3,3,4,3,3,2,#N/A,5,5,5,1,1,1,1,1,1,3,3,#N/A,3,4,2,1,1,1,3,3,3,3,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,3,2,2,1,1,3,#N/A,5,#N/A,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"3369",3369,3.71428571428571,"18","Nee","Ingenieurswetenschappen en Architectuur","Man","Heteroseksueel","Ik ben een pendelstudent","Ik ben beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",4,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,3,3,3,3,3,3,3,3,1,4,2,2,1,1,1,1,1,1,1,3,3,1,1,#N/A,#N/A,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,2,3,2,1,2,1,2,2,2,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,3,3,3,2,2,3,3,1,1,1,1,1,1
"3370",3370,3,"21","Nee","Wetenschappen","Vrouw","Heteroseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Nee",5,3,5,5,3,4,#N/A,#N/A,3,4,#N/A,#N/A,#N/A,3,2,4,2,1,1,4,1,1,4,1,3,4,2,2,2,4,4,2,2,2,3,2,4,3,2,4,1,1,3,3,5,3,1,1,1,1,3,1,4,4,3,4,4,1,1,2,3,3,3,3,3,4,4,3,3,3,3,3,4,3,2,1,1,2,1,2,3,3,3,1,2,4,#N/A,4,4,3,3,#N/A,#N/A,2,3,3,3,2,2,2,2,5,5,4,5,2,2,4,1,1,4,1,1
"3371",3371,3.42857142857143,"19","Ja","Geneeskunde en Gezondheidswetenschappen","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,5,4,4,1,2,3,1,4,3,2,1,1,2,2,2,2,1,1,#N/A,1,3,3,1,1,2,3,2,3,2,1,3,4,4,2,3,2,3,2,#N/A,1,3,3,2,2,1,1,1,1,1,3,3,3,3,1,4,2,1,4,1,2,4,4,2,4,3,4,3,3,3,3,4,2,1,2,2,1,1,1,2,3,3,3,1,1,3,5,3,3,4,3,2,2,2,2,4,2,3,2,2,4,4,3,2,3,2,2,1,1,1,1,1,1
"3372",3372,3.85714285714286,"21","Nee","Economie en Bedrijfskunde","Vrouw","Heteroseksueel","Ik ben een pendelstudent","Ik ben beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,4,5,5,5,3,#N/A,#N/A,4,4,#N/A,#N/A,#N/A,1,3,1,1,1,1,4,2,4,4,3,1,1,#N/A,3,1,3,2,2,2,4,2,2,3,3,1,4,1,4,3,3,4,2,2,1,1,1,1,3,2,2,1,3,2,1,1,1,1,4,3,2,3,2,3,2,3,1,2,2,4,2,2,1,2,3,1,2,2,2,2,2,1,4,#N/A,5,2,4,4,4,2,2,#N/A,4,4,4,1,1,5,4,3,2,4,1,4,1,1,1,3,1,1
"3373",3373,3.71428571428571,"30","Ja","Geneeskunde en Gezondheidswetenschappen","Vrouw","Homoseksueel","Ik woon alleen","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding, Ik ben werkstudent","Mijn beide ouders zijn in België geboren","Nee","Nee",5,4,4,5,5,3,3,1,3,4,1,1,1,4,3,1,1,1,1,1,1,2,1,5,1,1,1,1,1,4,4,1,1,2,4,3,3,4,1,3,3,3,4,2,4,5,4,1,1,1,1,3,3,4,1,5,3,1,1,1,1,3,4,2,3,2,3,1,3,3,3,1,2,3,1,1,2,1,1,1,3,3,1,2,1,4,#N/A,#N/A,#N/A,2,4,5,5,5,5,5,5,5,4,4,2,3,4,4,2,4,2,2,1,2,2,1,1
"3374",3374,3.28571428571429,"21","Nee","Letteren en Wijsbegeerte","Vrouw","Biseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Ja","Ja",5,3,5,4,4,4,5,1,1,5,3,3,3,3,2,2,5,1,3,3,1,2,3,4,5,3,5,4,3,2,3,4,2,3,#N/A,2,3,3,4,#N/A,#N/A,5,3,4,3,2,2,4,1,4,2,5,4,1,1,3,2,3,1,1,2,4,4,4,4,3,4,4,3,3,3,3,2,3,1,2,1,1,1,2,3,3,2,2,1,5,#N/A,#N/A,4,3,3,2,3,2,2,1,3,4,5,5,4,3,3,2,3,5,2,5,5,2,4,2,2
"3375",3375,3.85714285714286,"19","Nee","Diergeneeskunde","Vrouw","Homoseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,5,5,3,3,4,3,#N/A,5,5,#N/A,#N/A,#N/A,3,1,4,5,3,2,#N/A,3,2,2,1,1,2,2,2,1,4,4,1,1,3,4,4,3,3,4,3,2,4,4,3,2,1,1,1,1,1,1,5,5,4,5,5,4,1,1,1,2,4,4,3,4,2,3,3,3,3,3,2,3,2,4,3,1,1,1,2,3,2,1,1,1,4,#N/A,3,3,4,4,3,2,2,#N/A,3,2,3,2,1,2,5,4,3,4,2,3,4,1,1,1,1,1
"3376",3376,3.28571428571429,"18","Nee","Psychologie en Pedagogische Wetenschappen","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,5,5,5,5,3,3,1,5,3,2,1,1,4,1,4,2,1,1,3,2,2,4,3,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3,4,3,4,3,3,1,1,1,2,4,3,4,1,4,3,3,1,1,4,4,4,3,3,3,4,4,4,4,4,3,3,2,2,1,2,1,1,1,3,3,3,1,1,3,4,4,4,4,5,4,3,1,1,1,1,1,2,2,2,5,5,5,5,2,4,4,4,1,4,1,1
"3377",3377,3.85714285714286,"21","Ja","Economie en Bedrijfskunde","Vrouw","Heteroseksueel","Particulier kot","Ik ben bijna-beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",5,5,5,5,4,2,3,1,3,4,#N/A,#N/A,#N/A,2,2,2,3,1,1,1,1,1,3,3,2,2,#N/A,2,1,3,3,3,3,4,3,3,3,2,1,2,3,3,4,4,4,2,1,1,1,1,2,3,3,4,1,4,3,1,1,1,2,4,3,3,3,3,3,3,2,1,3,3,3,3,3,1,3,1,1,3,3,3,3,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,5,3,3,2,3,5,5,4,3,1,4,2,1,1,3,3,2,1,1,1,1,1,1
"3378",3378,3.57142857142857,"21","Nee","Economie en Bedrijfskunde","Man","Heteroseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",5,5,5,5,4,3,3,2,4,4,#N/A,#N/A,#N/A,4,2,4,4,1,1,1,1,4,3,3,1,2,#N/A,2,1,4,3,2,3,3,4,3,3,3,1,3,2,4,4,3,4,3,4,1,1,1,4,4,4,3,1,4,2,1,1,1,2,4,2,3,4,2,3,3,3,3,#N/A,2,1,2,3,3,1,1,1,3,3,3,2,1,1,3,3,3,4,3,5,2,2,3,3,3,2,2,4,4,2,3,4,3,3,4,3,1,1,2,2,1,1
"3379",3379,3.14285714285714,"22","Ja","Psychologie en Pedagogische Wetenschappen","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",3,4,4,3,3,3,3,2,4,5,#N/A,#N/A,#N/A,2,2,3,4,2,3,2,2,3,5,4,2,4,5,4,4,2,2,4,3,3,2,2,2,2,4,4,1,3,4,4,2,2,2,1,1,1,2,5,3,2,1,2,2,1,1,1,2,3,3,2,3,3,3,3,3,3,3,4,2,4,2,1,1,1,1,1,3,2,1,1,1,3,4,3,#N/A,3,3,3,3,2,#N/A,3,2,3,4,4,4,3,2,3,3,4,4,2,1,1,3,1,1
"3380",3380,3.28571428571429,"23","Nee","Geneeskunde en Gezondheidswetenschappen","Man","Biseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Ja en ik neem een bestuursfunctie op","Nee",3,5,4,3,2,3,1,4,4,5,3,4,4,5,5,4,3,1,3,3,1,2,3,4,3,3,4,2,3,1,1,2,4,4,3,1,3,3,2,4,2,5,3,2,4,4,4,1,1,1,1,3,4,4,1,3,2,1,1,1,4,4,2,1,3,3,4,4,3,3,3,4,3,2,1,4,2,3,4,2,3,2,2,1,1,2,4,4,4,2,3,2,3,2,3,3,4,2,1,1,2,4,4,5,5,1,2,1,1,1,2,1,1
"3381",3381,3.71428571428571,"20","Nee","Bio-ingenieurswetenschappen","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Ja","Ja",4,4,4,2,3,3,#N/A,3,3,3,4,4,#N/A,3,1,3,2,1,1,1,1,2,2,3,1,3,1,1,1,4,4,3,2,4,4,4,4,4,1,2,4,3,4,3,3,4,4,#N/A,#N/A,#N/A,3,4,4,4,#N/A,4,4,3,#N/A,#N/A,2,4,4,2,3,3,4,3,4,3,3,3,3,3,3,3,1,3,1,3,3,3,2,1,1,3,#N/A,#N/A,4,2,4,2,#N/A,2,#N/A,4,2,4,4,2,2,4,2,3,3,4,2,1,1,2,2,1,1
"3382",3382,2.71428571428571,"22","Ja","Ingenieurswetenschappen en Architectuur","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Nee",4,3,5,4,4,2,2,1,2,3,#N/A,#N/A,#N/A,4,1,4,5,4,2,#N/A,#N/A,4,5,1,2,4,3,4,4,2,3,3,3,3,3,4,1,2,4,4,4,5,3,3,4,2,1,1,1,1,5,4,4,4,4,4,4,5,1,1,2,2,4,4,2,3,3,2,3,1,4,2,4,2,1,1,1,1,2,1,3,3,1,1,1,3,#N/A,3,3,3,2,2,3,3,#N/A,2,2,3,2,2,2,4,4,2,4,2,4,2,1,1,4,1,4
"3383",3383,3.28571428571429,"19","Nee","Economie en Bedrijfskunde","Man","Heteroseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,4,4,5,3,2,3,3,3,4,1,1,1,4,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,4,2,3,2,3,3,3,3,2,3,2,2,4,4,4,1,1,1,1,1,1,3,3,3,1,4,4,1,1,1,2,4,2,2,3,2,3,2,1,1,2,2,4,2,3,3,1,1,1,3,3,3,3,1,1,4,#N/A,4,3,4,4,3,3,3,3,3,3,2,3,2,1,4,4,4,4,3,3,2,1,1,2,1,1
"3384",3384,3.57142857142857,"21","Nee","Economie en Bedrijfskunde","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Nee",4,5,5,5,2,4,3,3,3,5,#N/A,#N/A,#N/A,4,4,3,2,1,1,1,1,1,2,1,2,1,4,2,3,4,4,2,2,4,4,4,4,#N/A,2,2,4,1,4,4,5,2,2,1,1,3,4,4,#N/A,3,5,5,5,2,1,1,2,4,4,4,4,2,4,4,3,3,4,1,3,1,1,2,1,1,1,1,3,3,1,1,1,3,#N/A,4,3,2,5,3,2,3,#N/A,5,5,3,4,2,2,5,4,4,5,4,3,2,1,1,2,1,1
"3385",3385,3.14285714285714,"19","Nee","Psychologie en Pedagogische Wetenschappen","Vrouw","Biseksueel","Ik ben een pendelstudent","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,5,5,3,1,3,#N/A,4,4,3,#N/A,#N/A,#N/A,2,5,3,4,4,1,3,4,4,4,2,4,2,4,3,2,3,1,4,3,4,2,1,3,2,3,4,1,3,5,2,1,1,4,3,1,3,3,5,2,3,2,4,1,1,1,2,4,4,4,3,4,3,4,4,4,4,4,1,2,2,3,3,2,1,1,2,3,2,2,1,1,2,#N/A,#N/A,#N/A,3,4,2,2,1,#N/A,#N/A,2,2,2,2,4,4,2,4,3,2,5,4,2,4,4,3,4
"3386",3386,2.85714285714286,"22","Nee","Farmaceutische Wetenschappen","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",4,3,4,5,3,2,#N/A,#N/A,3,4,#N/A,#N/A,#N/A,4,4,4,4,1,1,1,3,4,3,3,2,2,3,3,3,3,2,3,1,2,3,2,2,2,3,3,2,3,4,4,4,2,2,1,1,1,1,3,3,3,2,3,3,1,1,1,3,4,3,2,3,4,4,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,3,2,2,2,2,4,2,2,2,#N/A,#N/A,3,2,4,4,4,5,4,4,5,4,4,2,1,1,3,1,1
"3387",3387,3.85714285714286,"21","Nee","Economie en Bedrijfskunde","Man","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Ja",4,3,3,2,5,2,2,1,3,3,5,4,4,2,3,2,3,1,1,1,1,1,1,1,2,1,3,3,2,1,3,2,1,2,1,2,3,4,2,4,1,1,5,5,1,5,1,1,1,1,3,1,2,2,2,4,3,2,1,1,4,4,4,3,2,3,3,2,4,4,3,2,4,4,1,1,1,1,1,1,3,3,1,1,1,3,5,4,3,3,5,3,3,3,3,3,3,3,5,4,4,3,3,3,2,5,3,1,1,1,2,1,1
"3388",3388,3.57142857142857,"18","Nee","Letteren en Wijsbegeerte","Vrouw","Heteroseksueel","Ik ben een pendelstudent","Ik ben bijna-beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Ja",5,5,5,4,1,3,4,1,4,5,#N/A,#N/A,#N/A,4,1,4,4,1,1,2,2,1,5,3,1,1,4,3,1,3,3,1,1,3,3,4,3,2,1,2,3,4,4,4,3,1,1,1,1,1,1,3,3,3,1,3,3,1,1,1,2,4,4,3,3,2,4,3,3,3,2,2,2,2,3,1,2,2,2,2,3,3,2,2,2,3,3,3,3,3,5,2,2,2,3,2,5,3,3,3,2,4,4,4,5,3,1,3,1,1,1,1,1
"3389",3389,3.42857142857143,"22","Ja","Economie en Bedrijfskunde","Vrouw","Heteroseksueel","Particulier kot","Ik ben beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",3,3,3,2,1,1,2,2,2,3,1,1,1,5,1,3,2,1,1,1,1,1,1,3,1,2,1,1,1,3,4,1,1,4,4,4,3,4,1,3,2,3,3,1,2,2,1,1,1,1,2,2,3,3,1,3,4,1,1,1,4,4,3,4,4,2,4,4,4,1,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,4,4,4,1,1,4,3,1,5,4,3,5,3,2,1,1,1,2,1,1
"3390",3390,2.71428571428571,"20","Nee","Economie en Bedrijfskunde","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een GIT binnen één opleiding","Mijn beide ouders zijn in België geboren","Nee","Ja en ik neem een leidinggevende functie op",3,4,2,3,3,1,1,1,4,4,4,4,4,3,4,4,3,1,1,5,1,3,2,4,3,1,2,3,3,3,1,3,3,3,2,1,2,4,1,2,3,3,3,2,2,2,1,1,1,1,3,2,2,2,2,3,1,1,1,1,1,4,4,4,2,3,4,2,3,1,4,4,4,2,1,1,1,1,1,1,2,2,1,1,1,4,4,4,4,4,3,4,3,2,2,2,3,2,4,4,3,5,4,3,5,5,4,2,1,1,3,1,2
"3391",3391,3,"17","Nee","Geneeskunde en Gezondheidswetenschappen","Vrouw","Heteroseksueel","Particulier kot","Ik ben geen beursstudent","Ik heb geen bijzonder statuut","Ik heb uitsluitend de Belgische nationaliteit","Ik volg een modeltraject","Mijn beide ouders zijn in België geboren","Nee","Nee",5,4,4,4,3,2,4,2,4,4,#N/A,#N/A,#N/A,4,1,3,4,2,2,1,1,2,5,2,2,2,3,3,2,2,4,3,2,4,3,4,3,3,4,4,1,4,4,3,2,3,3,1,1,1,2,4,3,3,2,4,4,3,2,1,2,4,4,2,3,3,3,3,3,3,3,1,4,1,2,3,1,1,1,3,3,3,1,1,1,3,#N/A,#N/A,3,3,4,2,2,2,2,3,3,2,2,4,4,5,5,5,5,3,3,4,1,1,3,1,1
